time,ShortWave,AirTemp,RelHum,WindSpeed,Cloud,Rain,Snow
2021-05-20,179.8,12.8,71.88,3.8,0.81,0,0
2021-05-21,183.7,14.2,62.54,7.7,0.79,0.01,0
2021-05-22,179.9,11.8,72.71,7.7,0.73,0.001,0
2021-05-23,199.6,12.1,70.29,5,0.54,0,0
2021-05-24,215.6,11.6,76.25,3.5,0.58,0.003,0
2021-05-25,109,9.8,78.46,6.9,0.81,0.002,0
2021-05-26,116.5,9.5,92.54,4.4,0.79,0.014,0
2021-05-27,96.6,10.3,90,4.5,0.8,0.004,0
2021-05-28,188.7,12.5,75.63,2.1,0.8,0,0
2021-05-29,313.1,13.9,60.96,3.5,0.24,0,0
2021-05-30,309.3,14.2,64.08,3.7,0.19,0,0
2021-05-31,331.6,14.4,61.29,2.5,0.1,0,0
