time,AirTemp,RelHum,WindSpeed,Rain,Cloud,ShortWave
2020-01-08 12:00:00,5.9,89.38,3.3,0.005,0.98,18.9
2020-01-09 12:00:00,10,88.33,3.2,0.007,0.99,19.1
2020-01-10 12:00:00,7.8,86.83,4.4,0.003,0.8,38.3
2020-01-11 12:00:00,1.8,88.04,1.7,0,0.6,43.5
2020-01-12 12:00:00,2.8,84.96,3.9,0,0.81,19.7
2020-01-13 12:00:00,5.5,85.42,3.1,0,0.89,20
2020-01-14 12:00:00,9.3,58.21,4.4,0,0.88,20.6
2020-01-15 12:00:00,10.9,57.58,3.7,0,0.68,69.2
2020-01-16 12:00:00,7.8,78.75,1.7,0,0.34,73.3
2020-01-17 12:00:00,4.5,84.38,1.8,0,0.51,38.4
2020-01-18 12:00:00,3.9,82.38,3.5,0,0.73,39.2
2020-01-19 12:00:00,2.7,84.79,2.7,0,0.79,26.3
2020-01-20 12:00:00,0.5,85.21,2.7,0,0.34,66.7
2020-01-21 12:00:00,-2.3,85.67,1.9,0,0.13,84
2020-01-22 12:00:00,-3.7,93.54,1.5,0,0.65,22.6
2020-01-23 12:00:00,0.7,85.71,2.7,0,0.84,37.5
2020-01-24 12:00:00,0.2,86.58,1.8,0,1,23.3
2020-01-25 12:00:00,0.8,94.33,1.1,0,1,23.6
2020-01-26 12:00:00,1.1,96.67,1.5,0,1,24
2020-01-27 12:00:00,5.3,91.58,3.7,0.013,1,24.4
2020-01-28 12:00:00,4.5,85.96,6.8,0.006,0.79,27
2020-01-29 12:00:00,3.7,81.46,5.2,0,0.79,28.7
2020-01-30 12:00:00,6.7,80.08,4.9,0,0.86,37.3
2020-01-31 12:00:00,11.8,83.21,6.1,0,0.84,29.5
2020-02-01 12:00:00,10.6,89.29,6.2,0.016,0.88,26.4
2020-02-02 12:00:00,9.5,86.21,5.4,0.005,0.85,26.8
2020-02-03 12:00:00,9.6,82.79,5.8,0.023,0.94,35.5
2020-02-04 12:00:00,4.6,83.96,5.1,0.001,0.8,63.2
2020-02-05 12:00:00,2.1,78.13,2.9,0,0.26,106.4
2020-02-06 12:00:00,-0.6,85.58,1.3,0,0.53,35.5
2020-02-07 12:00:00,0.5,81.21,3.7,0,0.06,109.5
2020-02-08 12:00:00,1.2,83.13,1.3,0,0.69,51.8
2020-02-09 12:00:00,8.4,69.17,6.1,0.008,0.89,50.1
2020-02-10 12:00:00,8.5,72.63,10.5,0.003,0.81,59.2
2020-02-11 12:00:00,5,66.04,9.2,0.001,0.54,79.3
2020-02-12 12:00:00,3.2,81,6.7,0.001,0.64,67.6
2020-02-13 12:00:00,4.3,83.54,3.1,0.008,0.85,31.9
2020-02-14 12:00:00,6.4,81.38,3.8,0,0.83,41.6
2020-02-15 12:00:00,7.2,75.33,2.3,0,0.78,95.1
2020-02-16 12:00:00,14.4,46.92,7,0.001,0.9,48.5
2020-02-17 12:00:00,8.3,81.92,5.1,0.005,0.91,38.8
2020-02-18 12:00:00,6.8,70.92,6.8,0.001,0.85,39.9
2020-02-19 12:00:00,5.7,69.75,5.8,0,0.74,57.3
2020-02-20 12:00:00,7.3,71.83,5.9,0.002,0.94,38.5
2020-02-21 12:00:00,5.4,68.79,5.9,0,0.63,84.2
2020-02-22 12:00:00,7.7,64,6.7,0,0.66,79.6
2020-02-23 12:00:00,10.1,80.33,9,0.004,0.96,37.3
2020-02-24 12:00:00,7.7,80.08,4.6,0.006,0.91,37.8
2020-02-25 12:00:00,7.7,85.21,6.8,0.005,0.83,73.8
2020-02-26 12:00:00,3.3,81.25,6.9,0.001,0.84,62.8
2020-02-27 12:00:00,2.1,87.79,5.1,0.013,0.9,39.5
2020-02-28 12:00:00,4.2,71.92,4.9,0.001,0.73,120.4
2020-02-29 12:00:00,9.3,71.38,5,0.004,0.85,65
2020-03-01 12:00:00,8.2,70.58,5.9,0.009,0.86,76
2020-03-02 12:00:00,6,81.38,4,0.007,0.88,88.7
2020-03-03 12:00:00,4.3,82,4,0,0.56,110
2020-03-04 12:00:00,4.7,79.58,3.4,0,0.79,75.2
2020-03-05 12:00:00,5.9,86.38,3,0.012,0.96,43.7
2020-03-06 12:00:00,5.6,87.88,5.6,0.018,0.9,44.3
2020-03-07 12:00:00,5.5,72.42,4.1,0,0.73,78.7
2020-03-08 12:00:00,8.1,66.29,4.6,0.002,0.91,69.8
2020-03-09 12:00:00,7.6,78.67,4.3,0.005,0.66,108.3
2020-03-10 12:00:00,7.3,90.46,6.1,0.008,0.98,46.7
2020-03-11 12:00:00,12.8,80.29,7.5,0,0.86,47.4
2020-03-12 12:00:00,10.6,71.54,7.2,0.001,0.75,52
2020-03-13 12:00:00,6.8,65.08,5.9,0,0.65,77.2
2020-03-14 12:00:00,4.4,79.71,2,0,0.59,91.7
2020-03-15 12:00:00,6.7,68.96,2.5,0,0.75,183
2020-03-16 12:00:00,9.2,68.13,1.5,0,0.7,180.9
2020-03-17 12:00:00,10.8,73.67,2,0,0.63,111.3
2020-03-18 12:00:00,8.9,78.71,1.5,0,0.5,126.6
2020-03-19 12:00:00,10.6,67.21,2,0,0.34,192.7
2020-03-20 12:00:00,11.3,68.21,5.8,0.002,0.73,139.4
2020-03-21 12:00:00,5.2,71.17,8.6,0.001,0.88,58.5
2020-03-22 12:00:00,4,43.67,7.4,0,0,206.2
2020-03-23 12:00:00,2,45.67,5.3,0,0,207.5
2020-03-24 12:00:00,1.4,48.83,4.9,0,0.03,209.8
2020-03-25 12:00:00,3.9,35.88,5.6,0,0.04,211.5
2020-03-26 12:00:00,5.8,44.08,5.8,0,0.24,185.8
2020-03-27 12:00:00,8.9,52.71,5.1,0,0.06,208.3
2020-03-28 12:00:00,10.7,51.96,5.4,0,0.05,207.9
2020-03-29 12:00:00,4.9,62.25,6.9,0,0.64,85.6
2020-03-30 12:00:00,2.7,48.21,4.4,0,0.28,219.7
2020-03-31 12:00:00,4.2,55.08,4.9,0,0.35,204
2020-04-01 12:00:00,2.5,53.42,2.2,0,0.13,228.7
2020-04-02 12:00:00,5,54.38,2.2,0,0.11,227.4
2020-04-03 12:00:00,7.2,60.29,3.6,0,0.68,92.6
2020-04-04 12:00:00,6.6,61.13,2,0,0.11,232.4
2020-04-05 12:00:00,10.6,51.08,4.9,0,0.01,235.7
2020-04-06 12:00:00,11.6,55.08,2.6,0,0.01,237.8
2020-04-07 12:00:00,13.6,55.21,3,0,0.21,229.3
2020-04-08 12:00:00,14.1,56.96,2.6,0,0.06,237.4
2020-04-09 12:00:00,15.6,51.46,2.3,0,0.38,195.3
2020-04-10 12:00:00,15.6,49.67,4.4,0,0.33,245.5
2020-04-11 12:00:00,13.2,48.42,3,0,0.21,248.5
2020-04-12 12:00:00,14.3,55.04,2.2,0,0.46,174.1
2020-04-13 12:00:00,8.3,68.29,3.7,0.002,0.5,121.9
2020-04-14 12:00:00,3.9,61.25,3.1,0,0.25,213.3
2020-04-15 12:00:00,7.8,57.17,2.3,0,0.66,234.6
2020-04-16 12:00:00,12.5,58.08,2.5,0,0.35,252.7
2020-04-17 12:00:00,15.1,61.42,1.8,0,0.39,214.6
2020-04-18 12:00:00,15.4,70.96,2.9,0.002,0.66,144.9
2020-04-19 12:00:00,12.9,69.25,4.7,0,0.33,188.4
2020-04-20 12:00:00,13.5,35,8.3,0,0.06,269.2
2020-04-21 12:00:00,15,31.75,8.4,0,0.11,271.9
2020-04-22 12:00:00,14.7,37.17,6.4,0,0,274.5
2020-04-23 12:00:00,13.4,50.46,3.2,0,0.1,274.5
2020-04-24 12:00:00,13.7,56,3.3,0,0.58,238.9
2020-04-25 12:00:00,10.2,60.17,3.9,0,0.11,274.7
